PUBLICATION_DATE,UID,AA_CENTER_LAT,AA_CENTER_LON,AGGR_ECO3_2015,AGGR_ECO3_NM_2015,AGGR_ECO9_2015,AGGR_ECO9_NM_2015,ANALYSIS_LAT,ANALYSIS_LON,CLASS_DESIGN_FWSST,CLASS_FIELD_FWSST,CLASS_FIELD_HGM,COE_REGION,COE_SUBREG,COUNTY,DATE_COL,DESIGN_ID,ECO_X_ST,ECO_X_WETGRP,EPA_REG,FED_NONFED,FIP,HUC10,HUC10_NAME,LRR_NAME,LRRSYM,MAJ_RIVER_BASIN,MDCATY,MLRA_ID,MLRA_NAME,NEP_AREA,NEP_NAME,NWCA_ECO4,NWCA_WET_GRP,PAD_AREA,PAD_NAME,PAD_OWN_NAME,PAD_OWN_TYPE,PANEL,PH2_WGTCAT,PHYS_REG,REF_NWCA,REFPLUS_NWCA,SANDT_COAST_REG,SANDT_FIELD_GRPS,SANDT_RSTUDY,SITE_ID,SITE_USE,SITESAMP,ST_FIP,STATE,STATE_NAME,STATUS_11,STRATUM,TNT_11,US_L3CODE_2015,US_L3NAME_2015,US_L4CODE_2015,US_L4NAME_2015,USAC_REGION,VALXSITE,VISIT_NO,WGT_11,WGT_PH1_11,WGT_PH2_11,XCOORD,XSTATUS,YCOORD,SAMPLE_TYPE
8/13/2015,4779,28.73972,-81.4829,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,28.73972,-81.4829,,PFO,FLATS,Atlantic and Gulf Coastal Plain,LRR U,Orange,7-Sep-11,,CPL-PW,CPL-PRLW,4,Non Federal,12095,308010114,Wekiva River,"Florida Subtropical Fruit, Truck Crop, and Range Region",U,South Atlantic Gulf,,265,South-Central Florida Ridge,NO,,CPL,PRLW,YES,Wekiwa Springs State Park,State Land Board,State,,,,L,L,South East Coast Region,PW,Coastal Watersheds,NWCA11-R023,NWCA_NOT_PROBABILITY,YES,12,FL,Florida,,,,75,Southern Coastal Plain,75d,Eastern Florida Flatwoods,CSTL_PLAIN,PFO,1,,,,,POINT_SAMPLEABLE,,SITEINFO
8/13/2015,4780,41.7481,-102.3931,PLNLOW,Plains and Lowlands,SPL,Southern Plains,41.7481,-102.3931,,PEM,FRINGE,Great Plains,LRR G,Garden,20-Jul-11,,IPL-PH,IPL-PRLH,7,FWS,31069,1018000915,Headwaters Blue Creek,Western Great Plains Range and Irrigated Region,G,Missouri,,92,Nebraska Sand Hills,NO,,IPL,PRLH,YES,Crescent Lake National Wildlife Refuge,Fish and Wildlife Service (FWS),Federal,,,,L,MIN,,PH,,NWCA11-R025,NWCA_NOT_PROBABILITY,YES,31,NE,Nebraska,,,,44,Nebraska Sand Hills,44d,Lakes Area,GT_PLAINS,PEM,1,,,,,POINT_SAMPLEABLE,,SITEINFO
8/13/2015,4781,47.78462,-108.26495,PLNLOW,Plains and Lowlands,NPL,Northern Plains,47.78462,-108.26495,,PEM,DPRSS,Great Plains,LRR F,Phillips,27-Jul-11,,IPL-PH,IPL-PRLH,8,Non Federal,30071,1004010409,Beauchamp Creek,Northern Great Plains Spring Wheat Region,F,Missouri,,71,Brown Glaciated Plain,NO,,IPL,PRLH,YES,Prairie Dog Towns Area of Critical Environmental Concern,Unknown,Unknown Landowner,,,,I,I,,PH,Prairie Pothole,NWCA11-R026,NWCA_NOT_PROBABILITY,YES,30,MT,Montana,,,,42,Northwestern Glaciated Plains,42j,Glaciated Northern Grasslands,GT_PLAINS,INACCESS_TEMP,1,,,,,NONSAMP_NOACCESS,,SITEINFO
8/13/2015,4787,46.16897,-102.4651,PLNLOW,Plains and Lowlands,NPL,Northern Plains,46.16899306,-102.4654163,PEM,PEM,RIVERINE,Great Plains,LRR F,Adams,14-Jul-11,NWCA11ND-5015,IPL-PH,IPL-PRLH,8,Non Federal,38001,1013020504,Goose Creek,Northern Great Plains Spring Wheat Region,F,Missouri,PEM,75,Rolling Soft Shale Plain,NO,,IPL,PRLH,NO,,,,Base,ND,33,I,I,,PH,,NWCA11-ND-5015,NWCA_PROBABILITY,YES,38,ND,North Dakota,Target_Sampled,ND,Target,43,Northwestern Great Plains,43a,Missouri Plateau,GT_PLAINS,PEM,1,201513.8362,593.93932,339.28354,-499884.615,RELOCATED_POINT_SAMPLEABLE,985837.572,SITEINFO
8/13/2015,4791,37.070539,-89.242442,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,37.070539,-89.242442,PUBPAB,PUBPAB,DPRSS,Atlantic and Gulf Coastal Plain,LRR O,Alexander,14-Sep-11,NWCA11-3316,CPL-PH,CPL-PRLH,5,Non Federal,17003,714010508,Hobbs Creek-Mississippi River,Mississippi Delta Cotton and Feed Grains Region,O,Upper Mississippi,PUBPAB,230,Southern Mississippi River Alluvium,NO,,CPL,PRLH,NO,,,,OverSamp,IL,17,I,I,,PH,,NWCA11-3316,NWCA_PROBABILITY,YES,17,IL,Illinois,Target_Sampled,IL,Target,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,CSTL_PLAIN,PUBPAB,1,1910.60487,20.35502,93.86405,594616.732,RELOCATED_POINT_SAMPLEABLE,-26817.524,SITEINFO
8/13/2015,4792,41.218961,-86.382569,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,41.21831566,-86.38280115,PSS,PEM,DPRSS,Midwest,LRR M,Marshall,28-Sep-11,NWCA11-1555,EMU-PH,EMU-PRLH,5,Non Federal,18099,512010606,Bruce Lake Outlet-Tippecanoe River,Central Feed Grains and Livestock Region,M,Ohio,PSS,193,"Indiana and Ohio Till Plain, Northwestern Part",NO,,EMU,PRLH,NO,,,,OverSamp,IN,11,I,I,,PH,,NWCA11-1555,NWCA_PROBABILITY,YES,18,IN,Indiana,Target_Sampled,IN,Target,56,Southern Michigan/Northern Indiana Drift Plains,56c,Middle Tippecanoe Plains,MIDWEST,PEM,1,12809.30193,126.0854,101.59227,798658.658,RELOCATED_POINT_SAMPLEABLE,457094.032,SITEINFO
8/13/2015,4793,40.584818,-87.864785,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,40.58531967,-87.86488718,PF,PFO,RIVERINE,Midwest,LRR M,Iroquois,22-Aug-11,NWCA11-1528,IPL-PW,IPL-PRLW,5,Non Federal,17075,712000206,Mud Creek,Central Feed Grains and Livestock Region,M,Upper Mississippi,PF,189,Northern Illinois and Indiana Heavy Till Plain,NO,,IPL,PRLW,NO,,,,OverSamp,IL,11,I,I,,PW,,NWCA11-1528,NWCA_PROBABILITY,YES,17,IL,Illinois,Target_Sampled,IL,Target,54,Central Corn Belt Plains,54a,Illinois/Indiana Prairies,MIDWEST,PFO,1,1524.62238,165.09437,9.23485,681967.846,RELOCATED_POINT_SAMPLEABLE,374970.912,SITEINFO
8/13/2015,4794,28.36146818,-96.67132832,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,28.36146818,-96.67132832,E2EM,E2EM,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 150B),Calhoun,22-Sep-11,NWCA11-2555,E2EM,ALL-EH,6,Non Federal,48057,1210040302,San Antonio Bay-Espiritu Santo Bay,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Texas Gulf,E2EM,257,Gulf Coast Saline Prairies,NO,,CPL,EH,NO,,,,Base,TX,36,L,MIN,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-2555,NWCA_PROBABILITY,YES,48,TX,Texas,Target_Sampled,TX,Target,34,Western Gulf Coastal Plain,34h,Mid-Coast Barrier Islands and Coastal Marshes,CSTL_PLAIN,E2EM,1,12765.33457,9.24659,1380.54522,-65985.919,POINT_SAMPLEABLE,-1018657.019,SITEINFO
8/13/2015,4795,43.069967,-92.450167,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.06962395,-92.4505482,PUBPAB,PFO,DPRSS,Midwest,LRR M,Chickasaw,4-Aug-11,NWCA11-5086,IPL-PW,IPL-PRLW,7,Non Federal,19037,708010202,Headwaters Wapsipinicon River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PUBPAB,177,Eastern Iowa and Minnesota Till Prairies,NO,,IPL,PRLW,NO,,,,OverSamp,IA,21,I,I,,PW,,NWCA11-5086,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,47,Western Corn Belt Plains,47c,Eastern Iowa and Minnesota Drift Plains,MIDWEST,PFO,1,3291.95714,300.45198,10.95668,287467.436,POINT_SAMPLEABLE,629062.482,SITEINFO
8/13/2015,4796,41.20677,-91.1048,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.20718962,-91.10449918,PEM,PSS,RIVERINE,Midwest,LRR M,Louisa,28-Jul-11,NWCA11-5071,IPL-PW,IPL-PRLW,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLW,NO,,,,OverSamp,IA,21,I,I,,PW,,NWCA11-5071,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PSS,1,23387.33069,300.45198,77.84049,407124.832,RELOCATED_POINT_SAMPLEABLE,425891.008,SITEINFO
8/13/2015,4797,43.27385,-93.46066,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.27375117,-93.46073805,PEM,PEM,DPRSS,Midwest,LRR M,Worth,2-Aug-11,NWCA11-5069,IPL-PH,IPL-PRLH,7,Non Federal,19195,708020301,Upper Winnebago River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,176,Central Iowa and Minnesota Till Prairies,NO,,IPL,PRLH,NO,,,,OverSamp,IA,21,L,L,,PH,Prairie Pothole,NWCA11-5069,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,47,Western Corn Belt Plains,47b,Des Moines Lobe,MIDWEST,PEM,1,23387.33069,300.45198,77.84049,205067.208,POINT_SAMPLEABLE,649230.29,SITEINFO
8/13/2015,4798,41.23534,-91.11983,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.23536306,-91.11898228,PFO,PFO,RIVERINE,Midwest,LRR M,Louisa,25-Jul-11,NWCA11-3284,IPL-PW,IPL-PRLW,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PFO,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLW,NO,,,,OverSamp,IA,21,I,I,,PW,,NWCA11-3284,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PFO,1,34534.82114,300.45198,114.9429,405759.508,RELOCATED_POINT_SAMPLEABLE,428978.984,SITEINFO
8/13/2015,4799,43.18243,-94.76719,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.18243,-94.76719,PF,PF,DPRSS,Midwest,LRR M,Palo Alto,10-Aug-11,NWCA11-3278,IPL-PH,IPL-PRLH,7,Non Federal,19147,710000204,Drainage Ditch 132-Des Moines River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PF,176,Central Iowa and Minnesota Till Prairies,NO,,IPL,PRLH,NO,,,,OverSamp,IA,23,I,I,,PH,Prairie Pothole,NWCA11-3278,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,47,Western Corn Belt Plains,47b,Des Moines Lobe,MIDWEST,PF,1,60.90784,55.65861,1.09431,99638.876,RELOCATED_POINT_SAMPLEABLE,637160.568,SITEINFO
8/13/2015,4800,43.07288,-92.45467,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.07321735,-92.45516539,PEM,PEM,DPRSS,Midwest,LRR M,Chickasaw,3-Aug-11,NWCA11-3275,IPL-PH,IPL-PRLH,7,Non Federal,19037,708010202,Headwaters Wapsipinicon River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,177,Eastern Iowa and Minnesota Till Prairies,NO,,IPL,PRLH,NO,,,,OverSamp,IA,21,I,I,,PH,,NWCA11-3275,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,47,Western Corn Belt Plains,47c,Eastern Iowa and Minnesota Drift Plains,MIDWEST,PEM,1,23387.33069,300.45198,77.84049,287078.699,RELOCATED_POINT_SAMPLEABLE,629449.622,SITEINFO
8/13/2015,4801,43.3546,-94.79298,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.35515326,-94.79224299,PFO,PEM,DPRSS,Midwest,LRR M,Emmet,11-Aug-11,NWCA11-3270,IPL-PH,IPL-PRLH,7,Non Federal,19063,710000204,Drainage Ditch 132-Des Moines River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PFO,176,Central Iowa and Minnesota Till Prairies,NO,,IPL,PRLH,NO,,,,OverSamp,IA,23,M,M,,PH,Prairie Pothole,NWCA11-3270,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,47,Western Corn Belt Plains,47b,Des Moines Lobe,MIDWEST,PEM,1,6397.56243,55.65861,114.9429,97430.225,RELOCATED_POINT_SAMPLEABLE,656198.466,SITEINFO
8/13/2015,4802,43.18306,-94.76797,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,43.18306,-94.76797,PF,PEM,DPRSS,Midwest,LRR M,Palo Alto,9-Aug-11,NWCA11-1478,IPL-PH,IPL-PRLH,7,Non Federal,19147,710000204,Drainage Ditch 132-Des Moines River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PF,176,Central Iowa and Minnesota Till Prairies,NO,,IPL,PRLH,NO,,,,OverSamp,IA,23,M,M,,PH,Prairie Pothole,NWCA11-1478,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,47,Western Corn Belt Plains,47b,Des Moines Lobe,MIDWEST,PEM,1,60.90784,55.65861,1.09431,99726.022,RELOCATED_POINT_SAMPLEABLE,637142.218,SITEINFO
8/13/2015,4803,41.21746,-91.09985,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.21746,-91.09985,PEM,PEM,RIVERINE,Midwest,LRR M,Louisa,29-Jul-11,NWCA11-1481,IPL-PH,IPL-PRLH,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLH,NO,,,,OverSamp,IA,21,I,I,,PH,,NWCA11-1481,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PEM,1,23387.33069,300.45198,77.84049,407363.693,POINT_SAMPLEABLE,426928.273,SITEINFO
8/13/2015,4812,41.21614,-91.09948,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.21570751,-91.09937466,PEM,PEM,RIVERINE,Midwest,LRR M,Louisa,18-Aug-11,NWCA11-1473,IPL-PH,IPL-PRLH,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLH,NO,,,,Base,,,L,MIN,,PH,,NWCA11-1473,NWCA_REVISITS,YES,19,IA,Iowa,,IA,,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PEM,2,,,,,RELOCATED_POINT_SAMPLEABLE,,SITEINFO
8/13/2015,4813,43.48294,-71.00723,EHIGH,Eastern Highlands,NAP,Northern Appalachians,43.48258835,-71.00705812,PFO,PFO,RIVERINE,Northcentral and Northeast,LRR R (Excluding MLRA 143),Strafford,11-Aug-11,NWCA11-2178,EMU-PW,EMU-PRLW,1,Non Federal,33017,106000305,Salmon Falls River,Northeastern Forage and Forest Region,R,New England,PFO,249,"New England and Eastern New York Upland, Northern Part",YES,Piscatagua Region Estuaries Partnership,EMU,PRLW,NO,,,,OverSamp,NH,18,I,I,North East Coast Region,PW,Coastal Watersheds,NWCA11-2178,NWCA_PROBABILITY,YES,33,NH,New Hampshire,Target_Sampled,NH,Target,58,Northeastern Highlands,58r,Sebago-Ossipee Hills and Plains,NE,PFO,1,21230.5427,78.47818,270.52798,1989384.292,RELOCATED_POINT_SAMPLEABLE,932919.546,SITEINFO
8/13/2015,4814,41.21615,-91.09955,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.21570751,-91.09937466,PEM,PEM,RIVERINE,Midwest,LRR M,Louisa,22-Jul-11,NWCA11-1473,IPL-PH,IPL-PRLH,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLH,NO,,,,Base,IA,21,L,MIN,,PH,,NWCA11-1473,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PEM,1,23387.33069,300.45198,77.84049,407501.472,RELOCATED_POINT_SAMPLEABLE,426865.313,SITEINFO
8/13/2015,4815,41.22938,-91.12672,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.22888254,-91.1271625,PFO,PFO,RIVERINE,Midwest,LRR M,Louisa,18-Aug-11,NWCA11-1465,IPL-PW,IPL-PRLW,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PFO,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLW,NO,,,,Revisit,,,I,I,,PW,,NWCA11-1465,NWCA_REVISITS,YES,19,IA,Iowa,,IA,,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PFO,2,,,,,RELOCATED_POINT_SAMPLEABLE,,SITEINFO
8/13/2015,4816,41.229467,-91.126683,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.22888254,-91.1271625,PFO,PFO,RIVERINE,Midwest,LRR M,Louisa,20-Jul-11,NWCA11-1465,IPL-PW,IPL-PRLW,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PFO,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLW,NO,,,,Revisit,IA,21,I,I,,PW,,NWCA11-1465,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PFO,1,34534.82114,300.45198,114.9429,405117.265,RELOCATED_POINT_SAMPLEABLE,428219.536,SITEINFO
8/13/2015,4818,41.212183,-91.109917,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,41.21210497,-91.11000687,PEM,PEM,RIVERINE,Midwest,LRR M,Louisa,19-Jul-11,NWCA11-1477,IPL-PH,IPL-PRLH,7,Non Federal,19115,708010107,Muscatine Slough-Mississippi River,Central Feed Grains and Livestock Region,M,Upper Mississippi,PEM,204,"Central Mississippi Valley Wooded Slopes, Northern Part",NO,,IPL,PRLH,NO,,,,OverSamp,IA,21,L,L,,PH,,NWCA11-1477,NWCA_PROBABILITY,YES,19,IA,Iowa,Target_Sampled,IA,Target,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,MIDWEST,PEM,1,23387.33069,300.45198,77.84049,406638.897,POINT_SAMPLEABLE,426416.99,SITEINFO
8/13/2015,4845,47.82244,-98.17995,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,47.82251729,-98.1796108,PEM,PEM,FRINGE,Great Plains,LRR F,Nelson,6-Jul-11,NWCA11ND-5083,IPL-PH,IPL-PRLH,8,Non Federal,38063,902020303,McVille Coulee-Sheyenne River,Northern Great Plains Spring Wheat Region,F,Souris-Red-Rainy,PEM,77,Central Black Glaciated Plains,NO,,IPL,PRLH,NO,,,,Oversamp,ND,10,M,M,,PH,Prairie Pothole,NWCA11-ND-5083,NWCA_PROBABILITY,YES,38,ND,North Dakota,Target_Sampled,ND,Target,46,Northern Glaciated Plains,46i,Drift Plains,GT_PLAINS,PEM,1,62284.64362,183.57697,339.28354,-164439.469,RELOCATED_POINT_SAMPLEABLE,1153683.425,SITEINFO
8/13/2015,4846,46.83646093,-99.6063608,PLNLOW,Plains and Lowlands,NPL,Northern Plains,46.83646093,-99.6063608,PEM,PEM,DPRSS,Great Plains,LRR F,Kidder,27-Jun-11,NWCA11ND-5084,IPL-PH,IPL-PRLH,8,Non Federal,38043,1013010308,Dawson State Wildlife Management Area,Northern Great Plains Spring Wheat Region,F,Missouri,PEM,73,Central Dark Brown Glaciated Plains,NO,,IPL,PRLH,NO,,,,Oversamp,ND,23,I,I,,PH,Prairie Pothole,NWCA11-ND-5084,NWCA_PROBABILITY,YES,38,ND,North Dakota,Target_Sampled,ND,Target,42,Northwestern Glaciated Plains,42b,Collapsed Glacial Outwash,GT_PLAINS,PEM,1,22698.46127,66.90116,339.28354,-276173.543,POINT_SAMPLEABLE,1048043.361,SITEINFO
8/13/2015,4856,30.91235272,-92.25005443,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.91235272,-92.25005443,PSS,PFO,RIVERINE,Atlantic and Gulf Coastal Plain,LRR O,Avoyelles,14-Jul-11,NWCA11-1704,CPL-PW,CPL-PRLW,6,Non Federal,22009,808010205,Lower Bayou Boeuf,Mississippi Delta Cotton and Feed Grains Region,O,Lower Mississippi,PSS,232,Red River Alluvium,NO,,CPL,PRLW,NO,,,,OverSamp,LA,17,I,I,Gulf Coast Region,PW,Coastal Watersheds,NWCA11-1704,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,35,South Central Plains,35g,Red River Bottomlands,CSTL_PLAIN,PFO,1,45529.52839,22.01173,2068.42143,357338.337,POINT_SAMPLEABLE,-729014.941,SITEINFO
8/13/2015,4858,47.72504,-100.18589,PLNLOW,Plains and Lowlands,TPL,Temporate Plains,47.72499232,-100.1859614,PEM,PEM,DPRSS,Great Plains,LRR F,Sheridan,26-Jul-11,NWCA11ND-5094,IPL-PH,IPL-PRLH,8,Non Federal,38083,902020202,Headwaters Sheyenne River,Northern Great Plains Spring Wheat Region,F,Souris-Red-Rainy,PEM,77,Central Black Glaciated Plains,NO,,IPL,PRLH,NO,,,,Oversamp,ND,10,I,I,,PH,Prairie Pothole,NWCA11-ND-5094,NWCA_PROBABILITY,YES,38,ND,North Dakota,Target_Sampled,ND,Target,46,Northern Glaciated Plains,46i,Drift Plains,GT_PLAINS,PEM,1,62284.64362,183.57697,339.28354,-316206.944,POINT_SAMPLEABLE,1147999.308,SITEINFO
8/13/2015,4860,30.65068369,-91.79949036,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.65068369,-91.79949036,PFO,PFO,RIVERINE,Atlantic and Gulf Coastal Plain,LRR O,St. Landry,11-Jul-11,NWCA11-1700,CPL-PW,CPL-PRLW,6,Non Federal,22097,808010101,Upper Atchafalaya River,Mississippi Delta Cotton and Feed Grains Region,O,Lower Mississippi,PFO,232,Red River Alluvium,NO,,CPL,PRLW,NO,,,,OverSamp,LA,17,I,I,Gulf Coast Region,PW,Coastal Watersheds,NWCA11-1700,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,73,Mississippi Alluvial Plain,73m,Southern Backswamps,CSTL_PLAIN,PFO,1,261564.4157,22.01173,11882.9573,401532.072,POINT_SAMPLEABLE,-756277.283,SITEINFO
8/13/2015,4861,30.42509382,-92.44879736,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.42509382,-92.44879736,PFO,PFO,FLATS,Atlantic and Gulf Coastal Plain,LRR T (MLRA 150A),Acadia,10-Jul-11,NWCA11-1698,CPL-PW,CPL-PRLW,6,Non Federal,22001,808020103,Bayou Des Cannes,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Lower Mississippi,PFO,256,Gulf Coast Prairies,NO,,CPL,PRLW,NO,,,,OverSamp,LA,13,I,I,,PW,,NWCA11-1698,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,34,Western Gulf Coastal Plain,34c,Floodplains and Low Terraces,CSTL_PLAIN,PFO,1,291291.5429,24.51339,11882.9573,340431.875,POINT_SAMPLEABLE,-783854.705,SITEINFO
8/13/2015,4862,29.79982,-92.9632,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,29.80036487,-92.96307768,E2EM,E2EM,TIDAL,Atlantic and Gulf Coastal Plain,LRR T (MLRA 151),Cameron,9-Aug-11,NWCA11-1696,E2EM,ALL-EH,6,Non Federal,22023,808020211,Mermentau River-Frontal Gulf of Mexico,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Lower Mississippi,E2EM,258,Gulf Coast Marsh,NO,,CPL,EH,NO,,,,OverSamp,LA,36,I,I,Gulf Coast Region,E2EM,Coastal Watersheds,NWCA11-1696,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,34,Western Gulf Coastal Plain,34g,Texas-Louisiana Coastal Marshes,CSTL_PLAIN,E2EM,1,84598.44866,9.82783,8608.04814,293364.82,RELOCATED_POINT_SAMPLEABLE,-854872.509,SITEINFO
8/13/2015,4863,30.89886,-91.80643,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.89875323,-91.80656309,PUBPAB,PUBPAB,RIVERINE,Atlantic and Gulf Coastal Plain,LRR O,Avoyelles,7-Jul-11,NWCA11-1695,CPL-PH,CPL-PRLH,6,Non Federal,22009,808010101,Upper Atchafalaya River,Mississippi Delta Cotton and Feed Grains Region,O,Lower Mississippi,PUBPAB,230,Southern Mississippi River Alluvium,NO,,CPL,PRLH,NO,,,,OverSamp,LA,17,I,I,Gulf Coast Region,PH,Coastal Watersheds,NWCA11-1695,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,73,Mississippi Alluvial Plain,73m,Southern Backswamps,CSTL_PLAIN,PUBPAB,1,17504.50218,22.01173,795.23528,399640.058,RELOCATED_POINT_SAMPLEABLE,-728759.407,SITEINFO
8/13/2015,4864,30.59677441,-92.95073731,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,30.59677441,-92.95073731,PSS,PFO,RIVERINE,Atlantic and Gulf Coastal Plain,"LRR T (MLRA 152A, 152B, 153A)",Allen,19-May-11,NWCA11-1674,CPL-PW,CPL-PRLW,6,Non Federal,22003,808020404,Whisky Chitto Creek,Atlantic and Gulf Coast Lowland Forest and Crop Region,T,Lower Mississippi,PSS,260,Western Gulf Coast Flatwoods,NO,,CPL,PRLW,NO,,,,OverSamp,LA,13,I,I,,PW,,NWCA11-1674,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,35,South Central Plains,35f,Flatwoods,CSTL_PLAIN,PFO,1,50704.01697,24.51339,2068.42143,291719.992,POINT_SAMPLEABLE,-766462.663,SITEINFO
8/13/2015,4865,32.98987303,-92.25489106,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,32.98987303,-92.25489106,PFO,PFO,RIVERINE,Atlantic and Gulf Coastal Plain,LRR P,Union,13-May-11,NWCA11-1668,CPL-PW,CPL-PRLW,6,Non Federal,22111,804020203,Cecil Creek,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region",P,Lower Mississippi,PFO,235,Western Coastal Plain,NO,,CPL,PRLW,NO,,,,Base,LA,14,I,I,,PW,,NWCA11-1668,NWCA_PROBABILITY,YES,22,LA,Louisiana,Target_Sampled,LA,Target,35,South Central Plains,35a,Tertiary Uplands,CSTL_PLAIN,PFO,1,508310.4473,42.77643,11882.9573,347759.219,POINT_SAMPLEABLE,-497769.249,SITEINFO
